flatshare_id,age,ages,any_pets,available,balcony_roof_terrace,bills_included,broadband_included,couples_ok,deposit,deposit(room_1),deposit(room_2),deposit(room_3),deposit(room_4),deposit(room_5),detail,disabled_access,double_room,furnishings,garage,garden_patio,gender,images,interests,language,living_room,location,max_age,maximum_term,min_age,minimum_term,nationality,num_flatmates,num_housemates,occupation,orientation,parking,pets_ok,postcode,property_type,references,rent,room_type,security_deposit,smoker,smoking_ok,station,station_distance,total_num_rooms,university,vegetarian_vegan
17142730,,18 to 55,Yes,Now,No,Yes,Yes,No,£250.00,,,,,,"Single room in E11 to rent to a female professional.Available 7 days a week @ £670 pcmORMonday to Friday only @ £550 pcmRoom available from 15/1/26 (Flexible)The room is cosy with a large built-in wardrobe with shelf above. Ikea ‘Hemnes’ bed, which has three large drawers providing lots of storage. Foldable computer desk with chair, and fast Wi-Fi (included). Large window giving plenty of natural light, with room facing back garden.Bathroom (shared with 1 other female) with shower and bath. Use of kitchen.The house is a modern, three floor end-of-terrace, right next door to a lovely park and on a small, quiet and friendly 5yr old estate.We are a happy and easy-going family of three with a teenage daughter (17), and a cat. Mixed English & Italian family. We both work from home most days, so would ideally suit professional female who works elsewhere during the day.Leyton (Central line) 8 min, Maryland (Elizabeth Line) 18 minLeytonstone High Rd (Overground) 15 minPlenty of bus routes nearby.",No,,Furnished,No,Yes,Females preferred,"[""https://photos2.spareroom.co.uk/images/flatshare/listings/large/90/72/90720895.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/90/72/90720896.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/90/72/90720906.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/90/72/90720914.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/90/72/90720916.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/90/72/90720935.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/94/35/94353006.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/90/72/90720948.jpg""]",,Mixed,shared,London E11,55,12 months,23,4 months,English,,3,Available to all,,No,No,E11Area,House share,No,£670 pcm,single,,No,No,Leyton Station,5-10 minutes walk away,4,,
17685787,,23 to 26,No,05 Jan 2026,No,Yes,Yes,No,"£1,180.00",,,,,,"En-suite bedroom in a Victorian house in Surrey Quays- just 4 minutes away from the station!* Highlights:- All bills are included - electricity, gas, water, heating, Wi-Fi, council tax- 24/7 Maintenance* The Property:- 5 spacious and fully furnished bedrooms- 1 full bathroom shared between 3 rooms + 2 en-suite bathrooms- Fully equipped kitchen and living room- Big garden with table and chairs🚆 Transportation and Amenities:* 4 minutes walk to Surrey Quays station (Overground)* 12 minutes walk to Canada Water (Jubilee Line)* 15 minutes to Canary Wharf* 18 minutes to University of Greenwich* Close to plenty of shops, cafes, and restaurants like Lidl, Tesco, McDonald’s, Italian and Mexican restaurants* Nearby parks and green spaces for outdoor activitiesFor more details, viewings, or bookings, contact me now!💬WhatsApp for a quick replyMany thanks,Alex",No,,Furnished,No,Yes,"2 Females, 2 Males","[""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98425312.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98425314.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98425313.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98425316.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98425315.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98425318.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98425319.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98425322.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98425320.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98425324.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98425323.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98425321.jpg""]",,,shared,Surrey Quays,36,None,18,6 months,,,4,Available to all,,No,No,SE8Area,House share,Yes,"£1,180 pcm",double En suite,,No,Yes,Surrey Quays Station,0-5 minutes walk away,5,,
16039239,,23 to 36,No,10 Jan 2026,No,Yes,Yes,No,£935.00,,,,,,"Quiet, modern gated flat with stunning water views over Greenland Dock. Ideally located close to the 24-hour Jubilee Line at Canada Water Station. The property benefits from bi-weekly housekeeper visits for cleaning of communal areas and a newly fitted bathroom. Double-glazed windows provide excellent natural light throughout. Unlimited high-speed Hyperoptic broadband is included.The fully furnished kitchen comes equipped with an electric cooker, fridge, freezer, washing machine with dryer, dishwasher, and microwave. All bills are included for added convenience.THE ROOM* Double bed and Fitted Wood Floor* Window with water view* Big Wardrobes with Full Length Mirrors* Bookcase* Sofa* Desk and Chair* Bathroom only shared with another person* ParkingThis securely gated flat benefits from private parking and a bike shed, and is ideally situated just a short walk from Surrey Quays Shopping Centre and Canada Water Tube Station. Residents can enjoy easy access to nearby restaurants, a library, leisure facilities, and a sports centre.Room Rent: £935 per month. No pets and no smokers. All bills are included (gas, water, electricity, council tax, TV license, Unlimited fast Hyperopti Broadband, weekly house keeper). £935 returnable deposit plus first month's rent to be paid in advance",No,,Furnished,No,No,2 Males,"[""https://photos2.spareroom.co.uk/images/flatshare/listings/large/83/11/83118291.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/83/11/83118293.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/83/11/83118294.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/83/11/83118295.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/83/11/83118302.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/83/11/83118299.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/83/11/83118306.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/83/11/83118307.jpg""]",,,No,Canada Water,46,None,22,5 months,,2,,Not suitable for students,,Yes,No,SE16Area,Flat share,Yes,£935 pcm,double,,No,No,Canada Water Station,5-10 minutes walk away,3,,
18069724,,,No,01 Jan 2026,,Yes,Yes,No,"£1,350.00",,,,,,"Spacious Double Room in London Bridge Next to Tube🏡Looking for a working professional to move into my room in London Bridge from January 1st.Rent: £1170 per month (plus bills) 💸Location: 6 minute walk from London Bridge Station, on Bermondsey Street full of shops📍Housemates: Be living in a mixed flat 4 other roommates, 3 guys 1 girl all friendly and helpful.Important to note: The room is fully furnished, very easy to WFH as plenty of space comes with desk.Looking for someone who is sociable kind, clean and respectful.",,,Furnished,,,No preference,"[""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/30/98302966.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/30/98302965.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/30/98302964.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/30/98302963.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/30/98302967.jpg""]",,,shared,London Bridge,,None,,8 months,,,4,Available to all,,Yes,No,SE1Area,House share,,"£1,170 pcm",double,,No,No,,,5,,
18062505,,,No,05 Jan 2026,No,Yes,Yes,No,£840.00,,,,,,"Hello,We have a lovely spacious double room in our fantastic 5 bedroom flat. The flat is in a great location with good transport links. It is suitable for one person only (sorry, we don’t accept couples). The room comes fully furnished with double bed, big wardrobe, chest of drawers, table, chair, pictures, mirror, shelves, etc.Our kitchen is fully equipped, including microwave, fridge/freezer, toaster, kettle, washing machine, etc.The flat has a bathroom as well as a separate toilet. Everything is kept very clean and tidy as our cleaner comes around once a week to clean all the communal areas.The flat would ideally suit young professionals and international students, here to further their education and/or work experience. We are looking for people who would appreciate living in tidy and clean surroundings. You would be sharing with 4 other professionals.We are just a short 8 to 10-minute walk to both Clapham North and Stockwell underground station. The bus stops are within 3 minutes from our front door where there are at least 7 choices of buses going into Central London.Our contract is very flexible. We only ask for four weeks’ deposit and a four week notice when you decide to move out.Rent includes all utility bills (water, gas, electricity, council tax), wireless broadband internet and cleaner. There is nothing extra you need to pay.So, in summary:You need to send us £210 to reserve the room.One day before you move in you must pay a further £630 (to make up the full 4-week deposit) plus £910, which is the first month’s rent in advance.We will hold your deposit in a government-backed scheme called the DPS (please refer to depositprotection. com for more details about how it works).Please contact me for more details or to book a viewing.",No,,Furnished,No,No,"2 Females, 2 Males","[""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/24/98241058.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/24/98241059.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/24/98241060.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/24/98241057.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/24/98240910.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/24/98240914.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/24/98240908.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/24/98240901.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/24/98240912.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/24/98240913.jpg""]",,,No,Clapham,,None,21,6 months,,4,,Available to all,,Yes,No,SW8Area,Flat share,Yes,£910 pcm,double,,No,Yes,Clapham North Station,10-15 minutes walk away,5,,
18069392,,,,12 Dec 2025,No,No,No,No,,"£1,200.00","£1,075.00","£1,075.00","£1,075.00",,"Hello! 👋We have a selection of beautiful double rooms available in a newly refurbished house on a quiet road in Tooting. This high standard modern home is perfectly located for easy access to excellent transport links. ✨The house is situated in a well-connected neighbourhood with plenty of shops, cafés, and gyms nearby. It's the perfect place to settle in and explore the best of South West London. 👏THE HOME 🏡This beautifully refurbished four-bedroom house is thoughtfully spread over two floors, designed with comfort in mind. It features a spacious kitchen with all appliances and utensils ready to use, along with a dining area—ideal for meals and socialising. 🥂There are two shared bathrooms, one conveniently located on each floor, so you will only share a bathroom facility with one other housemate on your floor, ensuring both convenience and privacy.🤌Outside, there’s a large private garden, perfect for BBQs, outdoor dining, or simply enjoying the sunshine. ☀️🍖THE NEIGHBOURHOOD 🏘️You are only a 3–4 minute walk from Tooting Rail Station, offering fast, direct connections to central London (e. g., London Blackfriars and City Thameslink). Excellent bus and Tramlink connections are also available nearby, providing quick access to Wimbledon (District Line Tube) and Croydon. You are also only a 5 min bus/cycle from Tooting Broadway tube on the Northern Line 🚇Everything you need for daily life is within easy reach. You'll find a wide variety of shops, large supermarkets (Tesco and Sainsbury's) and cafés. 🛒🛍️When you need some fresh air, Figge's Marsh Common is just a short stroll away - a perfect spot for relaxation and long walks. 🌳😌THE ROOMS 🛏️We have four beautiful double rooms available, each designed for comfort and functionality. Every room is finished to a high standard and comes fully furnished with everything you need: a comfortable double bed, a spacious wardrobe, a sturdy desk and chair, a bedside table, and a chest of drawers.😌THE HOUSEMATES 👩‍💼👨‍💼You’ll be sharing the house with four other young professionals in their 20s–30s and likely similar to yourself. The atmosphere is sociable yet respectful, and you’ll have the opportunity to meet everyone before moving in. 💯THE BILLS 💷The bills include gas, electricity, water, council tax, superfast broadband, TV license, bi-weekly cleaner, bi-weekly gardener and in-house maintenance service to swiftly deal with any issues that may come up. The bills come to £150 per month (in addition to the monthly rent), and they are all managed for you by us.👍THE TEAM 👩‍💼👨‍💼We’re a boutique property company dedicated to creating homely and sociable house shares in London. We personally meet and select tenants to ensure the right house dynamic.We are not an agency, more like a professional landlord, so there are no commissions or fees. 👏💬 If you'd like to see these new rooms, please call/Whatsapp us on the number provided on this ad or reply with your availability, and we'll arrange a time that works! 🗓️Many thanks,Team Homelyℹ️ Please note the cover photo, living room photo and garden photo displayed are not of the actual interior. However, these images very closely reflect the size, quality and style of the actual house.",No,,Furnished,No,Yes,,"[""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/41/98416440.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/41/98416438.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/41/98416445.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/41/98416444.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/41/98416454.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/41/98416462.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/41/98416464.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/30/98300162.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/41/98416443.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/41/98416470.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/41/98416441.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/30/98300160.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/41/98416435.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/41/98416555.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/41/98416558.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/41/98416574.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/41/98416596.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/30/98300166.jpg""]",,,shared,Tooting,35,None,21,12 months,,,,Not suitable for students,,Yes,No,SW17Area,House share,Yes,"£1,050 pcm",double,,,No,Tooting Station,0-5 minutes walk away,,,
18030610,,,,14 Dec 2025,No,No,No,No,,"£1,153.00","£1,153.00","£1,153.00","£1,153.00","£1,096.00","EXCEPTIONALLY LARGE, amazing (150 SqM) maisonette in the heart of Putney. Available to rent whole or as individual rooms.This unique, perfect social maisonette is bigger than a lot of houses. Both Rail and Tube (zone 2) are around 10 minutes walk away as are the great amenities of Putney High Street with many restaurants, coffee shops, pubs, clubs, gyms, shops, library as well as parks and the river Thames with Uber River Boats on your doorsteps. 24/7 buses are around the corner.All five very large double bedrooms have full width windows and lots of natural light. They are peaceful, very private and very specious with double beds, chest of drawers, lots of storage, plenty of space and desks when you wfh. Two full bathrooms with showers and large upstairs hallway are separating the bedrooms.Ground floor perfect for socialising has:- Large, light spacious hallway which is big enough for storing bikes.- A very big, sunny comfortable duel aspect lounge with three sofas, coffee and side tables plus storage.- A very large all mod/cons kitchen/diner with french double doors and full width window framing the views of relaxing greenery and nature. The kitchen also has two-seater sofa, plenty of storage, glass dining table with 6 leather chairs. The French doors lead you onto an expansive landscaped garden which includes a pear tree.- Large downstairs cloakroom.New Double glazing throughout and new energy efficient central heating helps to keeps the bills down.",No,,Furnished,No,Yes,,"[""https://photos2.spareroom.co.uk/images/flatshare/listings/large/97/96/97969312.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/13/98139145.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/97/96/97969322.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/97/96/97969316.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/97/96/97969314.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/13/98139159.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/13/98139150.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/97/96/97969320.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/97/96/97969338.jpg""]",,,shared,Putney,35,None,24,12 months,,,,Available to all,,No,No,SW15Area,Flat share,Yes,"£1,000 pcm",double,,,No,East Putney Station,5-10 minutes walk away,,,
18083900,28,,No,Now,No,No,Yes,No,£950.00,,,,,,"Double Room in Newly Refurbished Flat in Kennington/Oval/VauxhallI’m looking for a new flatmate for a bright, newly done-up 2-bed, 1-bath flat in a great spot between Kennington, Oval and Vauxhall. The area has loads of good pubs, brunch places and easy transport links.The Flat / Room- Double room in a furnished flat- Newly refurbished throughout- Shared living room with lots of light- Fully equipped kitchen- One shared bathroom- There’s a desk in the lounge and space for one in the bedroom if needed- Bills not included in rent, £150-170 a month-Council Tax band BAbout MeI work in the City and I'm in the office four days a week. I love cooking and baking, seeing friends, and then usually winding down at home in the evenings. I’m also always happy to recommend the best local pubs or brunch spots. I like travelling, swimming and hosting a dinner party.Because of the size of the flat, it would suit someone who doesn’t work from home full-time.Looking ForSomeone clean, considerate and easy to live with. Ideally someone who’s up for the occasional glass of wine, a bit of TV, or cooking together now and then, but who’s also respectful of personal space and the neighbours.If it sounds like a good fit, feel free to get in touch",No,,Furnished,No,No,Females preferred,"[""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98425457.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98425365.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98425456.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98425366.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98425368.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98425369.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98425367.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98425464.jpg""]",,English,shared,Kennington,30,12 months,24,3 months,,1,,Available to all,,No,No,SE11Area,Flat share,Yes,£950 pcm,double,,No,No,Oval Station,5-10 minutes walk away,2,,
17293036,,,No,14 Dec 2025,Yes,Yes,Yes,No,£500.00,,,,,,"Hello,*females preferred*This  spacious  double  bedroom  in  a  modern  apartment  is  perfect  for  a  friendly  female  and  social  professional  seeking  a  comfortable  and  cozy  home.Apartment  Features:A  very  clean  and  tidy  home  shared  with  just  1  other  professionalNo  smoking,  drugs  or  parties.   You  share  the  bathroom  with  1  other  person.Enjoy  all  the  perks  of  modern  city  living  with  easy  access  to  transport  links,  shops,  and  restaurants.  Move-in  ready  with  all  kitchen  and  communal  areas  fully  equipped.Room  Amenities:Comfortable  double  bed43-inch  smart  TV  (no  BBC,  can  be  used  for  Netflix,  YouTube,  monitor,  etc)Desk,  lamp,  office  chair,  bin,  laundry  basketAmple  storage:  large  wardrobe,  faux  storage  box,  side  tables  with  lampsCozy  single-seater  sofaBlack-out  blinds  &  curtains  for  restful  sleepKey  Features:*   10-minute  walk  to  Canary  Wharf  –  perfect  for  commuters*   Full  access  to  a  gym,  concierge  service  &  bike  storage*   A  shared  large  balcony  for  relaxation*   A  'FULLY  stocked  kitchen'  (table  &  chairs,  dishes,  cups,  mugs,  pots,  cutlery,  plastic  containers,  oven  dishes,  etc)  with  all  appliances:   hob,  oven,  microwave,  kettle,  airfryer,  washing  machine,  fridge/freezer*   Bills  ALL  included:   cleaning  of  communal  areas,  fast  internet,  council  tax,  water,  hot  water  &  heating,  cleaning  products,  toilet  &  kitchen  hand-paper  rolls*only  F2F  viewings*Thanks,Cristina",No,,Furnished,No,No,Females preferred,"[""https://photos2.spareroom.co.uk/images/flatshare/listings/large/91/92/91925755.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/91/92/91925756.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/91/92/91925757.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/91/92/91925760.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/91/92/91925761.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/91/92/91929428.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/91/92/91929429.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/93/74/93749042.jpg""]","music, travelling, cooking, reading, socialising, walking, cinema, theatre, dancing, nature, meditation",Mixed,No,Blackwall,60,None,30,1 month,,1,,Not suitable for students,,No,No,E14Area,Flat share,Yes,"£1,050 pcm",double,,No,No,Canary Wharf Station,10-15 minutes walk away,2,,
16911555,48,,No,01 Jan 2026,No,Yes,Yes,No,"£1,250.00",,,,,,"Looking for a new flatmate. Big double bedroom available in duplex flat minutes away from lovely London Fields and trendy Broadway Market.  Sharing with one person; living room, kitchen and bathroom. All Bills included.",No,,Furnished,No,No,No preference,"[""https://photos2.spareroom.co.uk/images/flatshare/listings/large/89/13/89132524.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/89/13/89132525.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/89/13/89132837.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/89/13/89132838.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/89/13/89132841.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/89/13/89132842.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/89/13/89132984.jpg""]","music, reading, sports, films, football, running, cinema, pubs, animals, tennis",English,shared,Hackney,,None,,None,British,1,,Available to all,,No,Yes,E9Area,Flat share,Yes,"£1,310 pcm",double,,No,Yes,London Fields Station,0-5 minutes walk away,2,,
15236965,,,Yes,15 Dec 2025,Yes,Some,Yes,No,"£1,699.00",,,,,,"Pls note: I am away on a regular basis at the momentOn the Clapham/Brixton border in Zone 2 (Clapham Common) so the best of both.Welcome to the Loft on the 3rd floor, a little oasis away from the city & private from the rest of the house so just like having your own place.3  tube stations & the overground line just 12-15 mins walk away at Clapham North, Clapham Common, Clapham South, Brixton - 15 mins to Oxford Circus.Recently extended and refurbished on its own level (of a 3 floor house) with adjoining private wetroom & toilet, 2 balconies & triple glazing. Large, relaxing bedroom & living space and due to the all-round window configuration you can feel the sun on your face throughout the day.Modern, tastefully furnished, brick feature wall, natural wood flooring and lockable doors, with distant views of the Shard at London Bridge. Loads of storage space - cupboard with large shelves & rail and long cupboard with rail. Air purifier.Price includes bills (except for gas & electric which will be shared with the other 2, other 3 when i am here - we find bills pretty reasonable (around £30-£40 each pm) likely due to the triple glazing. You’re welcome to contribute to a joint shop around once every 2 months for household stuff like t rolls, washing capsules, dishwasher tablets, washing sponges, cleaning products etc - around £8 - £15 every 2 months. Means that no one has to carry heavy items. Fast wifi etc etc and the space is for one person only. Our jobs are product design, marketing & video games.This is not really a party house unfortunately (!) & we are looking for someone respectful clean & tidy. I like to foster an environment that’s calm and relaxing for people with busy &/or differing schedules, though we r of course welcoming & friendly!Prefer female who is light on their feet (we have wooden flooring throughout!)SpaceDimension-wise the room is large at 6.97m x 3.33m, with triple glazed windows and remote controlled blackout blinds. One balcony has 2 doors while the 2nd transforms into a huge Cabrio velux balcony.Relax under the skylights, or sip wine on one of the balconies.Private Wetroom & ToiletBlue metro tiled wet room with large overhead pressure shower, handheld shower and infinity faucet. Sink, toilet and large heated towel rail, 2 windows with blackout blinds.KitchenSituated on the 1st floor, a bright Sunny  Kitchen/Living  spaceWith a full  range  of  utensils,  washer/dryer, dishwasher, ironing  facilities,  fridge,  microwave,  oven,  glass  table  &  chairs, toaster&  kettle.Share  kitchen/living  with  2  other  lovely  housemates.I live on the ground floor some of the time, away a lot these days, use my own kitchen & separate internal entrance. We have a cleaner for shared areas ie kitchen, 1st floor toilet & stairs/corridors. She would be more than happy to clean your room whenever you need it.TechnologyFast & reliable fibre optic WiFiBooster PlugsHard wired Ethernet connection for laptopsRoom sockets with USB ports, can be adapted to USB-C.TransportThere are excellent and reliable transport links, with Oxford Circus just 15 mins by tube.Walking distance to the numerous train links: -Clapham North tube (Northern line) – 10 minsClapham High Street (Overground line) – 12 minsClapham Common tube (Northern line) – 12 minsBrixton tube (Victoria line) – 16 minsLockable bike space available outside.NOTE: I have a long haired cat but she is away on her holidays at the moment & likes to stay on the ground floor when she is in residence :)",,,Furnished,,,Females preferred,"[""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/25/98259181.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/25/98259154.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/25/98259180.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/25/98259452.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/25/98259155.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/25/98259455.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/25/98259456.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/25/98259453.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/25/98259610.jpg""]","gym, socialising, fitness",English,No,London SW2,,None,,3 months,,,2,Available to all,,,No,SW2Area,House share,Yes,"£1,495 pcm",double En suite,,No,No,,,5,,
